Provincias;Sexo;Generación;Periodo;Total
41 Sevilla;Ambos sexos;22 años;2010S2;-30
41 Sevilla;Ambos sexos;22 años;2010S1;-19
41 Sevilla;Ambos sexos;22 años;2009S2;13
41 Sevilla;Ambos sexos;22 años;2009S1;13
41 Sevilla;Ambos sexos;22 años;2008S2;-14
41 Sevilla;Ambos sexos;22 años;2008S1;-8
41 Sevilla;Ambos sexos;23 años;2021S1;-24
41 Sevilla;Ambos sexos;23 años;2020S2;-41
41 Sevilla;Ambos sexos;23 años;2020S1;-7
41 Sevilla;Ambos sexos;23 años;2019S2;-63
41 Sevilla;Ambos sexos;23 años;2019S1;-44
41 Sevilla;Ambos sexos;23 años;2018S2;-59
41 Sevilla;Ambos sexos;23 años;2018S1;-32
41 Sevilla;Ambos sexos;23 años;2017S2;-49
41 Sevilla;Ambos sexos;23 años;2017S1;-62
41 Sevilla;Ambos sexos;23 años;2016S2;-49
41 Sevilla;Ambos sexos;23 años;2016S1;-27
41 Sevilla;Ambos sexos;23 años;2015S2;-82
41 Sevilla;Ambos sexos;23 años;2015S1;-7
41 Sevilla;Ambos sexos;23 años;2014S2;-38
41 Sevilla;Ambos sexos;23 años;2014S1;-15
41 Sevilla;Ambos sexos;23 años;2013S2;-43
41 Sevilla;Ambos sexos;23 años;2013S1;7
41 Sevilla;Ambos sexos;23 años;2012S2;-74
41 Sevilla;Ambos sexos;23 años;2012S1;-3
41 Sevilla;Ambos sexos;23 años;2011S2;-22
41 Sevilla;Ambos sexos;23 años;2011S1;-21
41 Sevilla;Ambos sexos;23 años;2010S2;-44
41 Sevilla;Ambos sexos;23 años;2010S1;-14
41 Sevilla;Ambos sexos;23 años;2009S2;9
41 Sevilla;Ambos sexos;23 años;2009S1;14
41 Sevilla;Ambos sexos;23 años;2008S2;2
41 Sevilla;Ambos sexos;23 años;2008S1;22
41 Sevilla;Ambos sexos;24 años;2021S1;-12
41 Sevilla;Ambos sexos;24 años;2020S2;-25
41 Sevilla;Ambos sexos;24 años;2020S1;16
41 Sevilla;Ambos sexos;24 años;2019S2;-44
41 Sevilla;Ambos sexos;24 años;2019S1;-46
41 Sevilla;Ambos sexos;24 años;2018S2;-39
41 Sevilla;Ambos sexos;24 años;2018S1;-43
41 Sevilla;Ambos sexos;24 años;2017S2;-95
41 Sevilla;Ambos sexos;24 años;2017S1;-48
41 Sevilla;Ambos sexos;24 años;2016S2;-80
41 Sevilla;Ambos sexos;24 años;2016S1;-52
41 Sevilla;Ambos sexos;24 años;2015S2;-73
41 Sevilla;Ambos sexos;24 años;2015S1;-43
41 Sevilla;Ambos sexos;24 años;2014S2;-31
41 Sevilla;Ambos sexos;24 años;2014S1;-58
41 Sevilla;Ambos sexos;24 años;2013S2;-54
41 Sevilla;Ambos sexos;24 años;2013S1;-48
41 Sevilla;Ambos sexos;24 años;2012S2;-23
41 Sevilla;Ambos sexos;24 años;2012S1;-51
41 Sevilla;Ambos sexos;24 años;2011S2;-7
41 Sevilla;Ambos sexos;24 años;2011S1;-25
41 Sevilla;Ambos sexos;24 años;2010S2;12
41 Sevilla;Ambos sexos;24 años;2010S1;8
41 Sevilla;Ambos sexos;24 años;2009S2;-16
41 Sevilla;Ambos sexos;24 años;2009S1;20
41 Sevilla;Ambos sexos;24 años;2008S2;8
41 Sevilla;Ambos sexos;24 años;2008S1;4
41 Sevilla;Ambos sexos;25 años;2021S1;-35
41 Sevilla;Ambos sexos;25 años;2020S2;-31
41 Sevilla;Ambos sexos;25 años;2020S1;-22
41 Sevilla;Ambos sexos;25 años;2019S2;-34
41 Sevilla;Ambos sexos;25 años;2019S1;-69
41 Sevilla;Ambos sexos;25 años;2018S2;-47
41 Sevilla;Ambos sexos;25 años;2018S1;-70
41 Sevilla;Ambos sexos;25 años;2017S2;-103
41 Sevilla;Ambos sexos;25 años;2017S1;-40
41 Sevilla;Ambos sexos;25 años;2016S2;-55
41 Sevilla;Ambos sexos;25 años;2016S1;-52
41 Sevilla;Ambos sexos;25 años;2015S2;-70
41 Sevilla;Ambos sexos;25 años;2015S1;-20
41 Sevilla;Ambos sexos;25 años;2014S2;-56
41 Sevilla;Ambos sexos;25 años;2014S1;-61
41 Sevilla;Ambos sexos;25 años;2013S2;-43
41 Sevilla;Ambos sexos;25 años;2013S1;-35
41 Sevilla;Ambos sexos;25 años;2012S2;-51
41 Sevilla;Ambos sexos;25 años;2012S1;-32
41 Sevilla;Ambos sexos;25 años;2011S2;-3
41 Sevilla;Ambos sexos;25 años;2011S1;13
41 Sevilla;Ambos sexos;25 años;2010S2;-6
41 Sevilla;Ambos sexos;25 años;2010S1;34
41 Sevilla;Ambos sexos;25 años;2009S2;19
41 Sevilla;Ambos sexos;25 años;2009S1;1
41 Sevilla;Ambos sexos;25 años;2008S2;6
41 Sevilla;Ambos sexos;25 años;2008S1;15
41 Sevilla;Ambos sexos;26 años;2021S1;-52
41 Sevilla;Ambos sexos;26 años;2020S2;-29
41 Sevilla;Ambos sexos;26 años;2020S1;-20
41 Sevilla;Ambos sexos;26 años;2019S2;-88
41 Sevilla;Ambos sexos;26 años;2019S1;-84
41 Sevilla;Ambos sexos;26 años;2018S2;-58
41 Sevilla;Ambos sexos;26 años;2018S1;-59
41 Sevilla;Ambos sexos;26 años;2017S2;-86
41 Sevilla;Ambos sexos;26 años;2017S1;-44
41 Sevilla;Ambos sexos;26 años;2016S2;-56
41 Sevilla;Ambos sexos;26 años;2016S1;-97
41 Sevilla;Ambos sexos;26 años;2015S2;-55
41 Sevilla;Ambos sexos;26 años;2015S1;-68
41 Sevilla;Ambos sexos;26 años;2014S2;-79
41 Sevilla;Ambos sexos;26 años;2014S1;-32
41 Sevilla;Ambos sexos;26 años;2013S2;-59
41 Sevilla;Ambos sexos;26 años;2013S1;-19
41 Sevilla;Ambos sexos;26 años;2012S2;-86
41 Sevilla;Ambos sexos;26 años;2012S1;-49
41 Sevilla;Ambos sexos;26 años;2011S2;-64
41 Sevilla;Ambos sexos;26 años;2011S1;4
41 Sevilla;Ambos sexos;26 años;2010S2;41
41 Sevilla;Ambos sexos;26 años;2010S1;47
41 Sevilla;Ambos sexos;26 años;2009S2;51
41 Sevilla;Ambos sexos;26 años;2009S1;29
41 Sevilla;Ambos sexos;26 años;2008S2;69
41 Sevilla;Ambos sexos;26 años;2008S1;93
41 Sevilla;Ambos sexos;27 años;2021S1;-28
41 Sevilla;Ambos sexos;27 años;2020S2;18
41 Sevilla;Ambos sexos;27 años;2020S1;-12
41 Sevilla;Ambos sexos;27 años;2019S2;-33
41 Sevilla;Ambos sexos;27 años;2019S1;-15
41 Sevilla;Ambos sexos;27 años;2018S2;-81
41 Sevilla;Ambos sexos;27 años;2018S1;-68
41 Sevilla;Ambos sexos;27 años;2017S2;-60
41 Sevilla;Ambos sexos;27 años;2017S1;-94
41 Sevilla;Ambos sexos;27 años;2016S2;-85
41 Sevilla;Ambos sexos;27 años;2016S1;-87
41 Sevilla;Ambos sexos;27 años;2015S2;-43
41 Sevilla;Ambos sexos;27 años;2015S1;-41
41 Sevilla;Ambos sexos;27 años;2014S2;-27
41 Sevilla;Ambos sexos;27 años;2014S1;-36
41 Sevilla;Ambos sexos;27 años;2013S2;-59
41 Sevilla;Ambos sexos;27 años;2013S1;-57
41 Sevilla;Ambos sexos;27 años;2012S2;-53
41 Sevilla;Ambos sexos;27 años;2012S1;-10
41 Sevilla;Ambos sexos;27 años;2011S2;3
41 Sevilla;Ambos sexos;27 años;2011S1;22
41 Sevilla;Ambos sexos;27 años;2010S2;86
41 Sevilla;Ambos sexos;27 años;2010S1;55
41 Sevilla;Ambos sexos;27 años;2009S2;38
41 Sevilla;Ambos sexos;27 años;2009S1;58
41 Sevilla;Ambos sexos;27 años;2008S2;55
41 Sevilla;Ambos sexos;27 años;2008S1;45
41 Sevilla;Ambos sexos;28 años;2021S1;17
41 Sevilla;Ambos sexos;28 años;2020S2;10
41 Sevilla;Ambos sexos;28 años;2020S1;-4
41 Sevilla;Ambos sexos;28 años;2019S2;-31
41 Sevilla;Ambos sexos;28 años;2019S1;-6
41 Sevilla;Ambos sexos;28 años;2018S2;-65
41 Sevilla;Ambos sexos;28 años;2018S1;-110
41 Sevilla;Ambos sexos;28 años;2017S2;-51
41 Sevilla;Ambos sexos;28 años;2017S1;-66
41 Sevilla;Ambos sexos;28 años;2016S2;-54
41 Sevilla;Ambos sexos;28 años;2016S1;-72
41 Sevilla;Ambos sexos;28 años;2015S2;-43
41 Sevilla;Ambos sexos;28 años;2015S1;-16
41 Sevilla;Ambos sexos;28 años;2014S2;-30
41 Sevilla;Ambos sexos;28 años;2014S1;-58
41 Sevilla;Ambos sexos;28 años;2013S2;-62
41 Sevilla;Ambos sexos;28 años;2013S1;-31
41 Sevilla;Ambos sexos;28 años;2012S2;-17
41 Sevilla;Ambos sexos;28 años;2012S1;-42
41 Sevilla;Ambos sexos;28 años;2011S2;-30
41 Sevilla;Ambos sexos;28 años;2011S1;2
41 Sevilla;Ambos sexos;28 años;2010S2;21
41 Sevilla;Ambos sexos;28 años;2010S1;69
41 Sevilla;Ambos sexos;28 años;2009S2;23
41 Sevilla;Ambos sexos;28 años;2009S1;89
41 Sevilla;Ambos sexos;28 años;2008S2;47
41 Sevilla;Ambos sexos;28 años;2008S1;100
41 Sevilla;Ambos sexos;29 años;2021S1;16
41 Sevilla;Ambos sexos;29 años;2020S2;19
41 Sevilla;Ambos sexos;29 años;2020S1;-10
41 Sevilla;Ambos sexos;29 años;2019S2;-67
41 Sevilla;Ambos sexos;29 años;2019S1;-7
41 Sevilla;Ambos sexos;29 años;2018S2;-44
41 Sevilla;Ambos sexos;29 años;2018S1;-58
41 Sevilla;Ambos sexos;29 años;2017S2;-41
41 Sevilla;Ambos sexos;29 años;2017S1;-76
41 Sevilla;Ambos sexos;29 años;2016S2;-66
41 Sevilla;Ambos sexos;29 años;2016S1;-66
41 Sevilla;Ambos sexos;29 años;2015S2;-40
41 Sevilla;Ambos sexos;29 años;2015S1;-4
41 Sevilla;Ambos sexos;29 años;2014S2;-66
41 Sevilla;Ambos sexos;29 años;2014S1;-32
41 Sevilla;Ambos sexos;29 años;2013S2;-45
41 Sevilla;Ambos sexos;29 años;2013S1;-59
41 Sevilla;Ambos sexos;29 años;2012S2;-86
41 Sevilla;Ambos sexos;29 años;2012S1;-30
41 Sevilla;Ambos sexos;29 años;2011S2;-22
41 Sevilla;Ambos sexos;29 años;2011S1;36
41 Sevilla;Ambos sexos;29 años;2010S2;59
41 Sevilla;Ambos sexos;29 años;2010S1;1
41 Sevilla;Ambos sexos;29 años;2009S2;81
41 Sevilla;Ambos sexos;29 años;2009S1;43
41 Sevilla;Ambos sexos;29 años;2008S2;102
41 Sevilla;Ambos sexos;29 años;2008S1;61
41 Sevilla;Ambos sexos;30 años;2021S1;17
41 Sevilla;Ambos sexos;30 años;2020S2;7
41 Sevilla;Ambos sexos;30 años;2020S1;-13
41 Sevilla;Ambos sexos;30 años;2019S2;46
41 Sevilla;Ambos sexos;30 años;2019S1;6
41 Sevilla;Ambos sexos;30 años;2018S2;-14
41 Sevilla;Ambos sexos;30 años;2018S1;-39
41 Sevilla;Ambos sexos;30 años;2017S2;-33
41 Sevilla;Ambos sexos;30 años;2017S1;-36
41 Sevilla;Ambos sexos;30 años;2016S2;-29
41 Sevilla;Ambos sexos;30 años;2016S1;-27
41 Sevilla;Ambos sexos;30 años;2015S2;-43
41 Sevilla;Ambos sexos;30 años;2015S1;-14
41 Sevilla;Ambos sexos;30 años;2014S2;-52
41 Sevilla;Ambos sexos;30 años;2014S1;-18
41 Sevilla;Ambos sexos;30 años;2013S2;-18
41 Sevilla;Ambos sexos;30 años;2013S1;-55
41 Sevilla;Ambos sexos;30 años;2012S2;-33
41 Sevilla;Ambos sexos;30 años;2012S1;-21
41 Sevilla;Ambos sexos;30 años;2011S2;-2
41 Sevilla;Ambos sexos;30 años;2011S1;-15
41 Sevilla;Ambos sexos;30 años;2010S2;58
41 Sevilla;Ambos sexos;30 años;2010S1;90
41 Sevilla;Ambos sexos;30 años;2009S2;41
41 Sevilla;Ambos sexos;30 años;2009S1;65
41 Sevilla;Ambos sexos;30 años;2008S2;30
41 Sevilla;Ambos sexos;30 años;2008S1;132
41 Sevilla;Ambos sexos;31 años;2021S1;50
41 Sevilla;Ambos sexos;31 años;2020S2;11
41 Sevilla;Ambos sexos;31 años;2020S1;34
41 Sevilla;Ambos sexos;31 años;2019S2;-24
41 Sevilla;Ambos sexos;31 años;2019S1;25
41 Sevilla;Ambos sexos;31 años;2018S2;10
41 Sevilla;Ambos sexos;31 años;2018S1;-11
41 Sevilla;Ambos sexos;31 años;2017S2;9
41 Sevilla;Ambos sexos;31 años;2017S1;-40
41 Sevilla;Ambos sexos;31 años;2016S2;-15
41 Sevilla;Ambos sexos;31 años;2016S1;-31
41 Sevilla;Ambos sexos;31 años;2015S2;-7
41 Sevilla;Ambos sexos;31 años;2015S1;-59
41 Sevilla;Ambos sexos;31 años;2014S2;-38
41 Sevilla;Ambos sexos;31 años;2014S1;-49
41 Sevilla;Ambos sexos;31 años;2013S2;-28
41 Sevilla;Ambos sexos;31 años;2013S1;-35
41 Sevilla;Ambos sexos;31 años;2012S2;-23
41 Sevilla;Ambos sexos;31 años;2012S1;-10
41 Sevilla;Ambos sexos;31 años;2011S2;-19
41 Sevilla;Ambos sexos;31 años;2011S1;-6
41 Sevilla;Ambos sexos;31 años;2010S2;47
41 Sevilla;Ambos sexos;31 años;2010S1;122
41 Sevilla;Ambos sexos;31 años;2009S2;77
41 Sevilla;Ambos sexos;31 años;2009S1;53
41 Sevilla;Ambos sexos;31 años;2008S2;48
41 Sevilla;Ambos sexos;31 años;2008S1;120
41 Sevilla;Ambos sexos;32 años;2021S1;75
41 Sevilla;Ambos sexos;32 años;2020S2;90
41 Sevilla;Ambos sexos;32 años;2020S1;28
41 Sevilla;Ambos sexos;32 años;2019S2;13
41 Sevilla;Ambos sexos;32 años;2019S1;25
41 Sevilla;Ambos sexos;32 años;2018S2;28
41 Sevilla;Ambos sexos;32 años;2018S1;-16
41 Sevilla;Ambos sexos;32 años;2017S2;0
41 Sevilla;Ambos sexos;32 años;2017S1;-26
41 Sevilla;Ambos sexos;32 años;2016S2;-13
41 Sevilla;Ambos sexos;32 años;2016S1;-14
41 Sevilla;Ambos sexos;32 años;2015S2;-37
41 Sevilla;Ambos sexos;32 años;2015S1;-6
41 Sevilla;Ambos sexos;32 años;2014S2;-40
41 Sevilla;Ambos sexos;32 años;2014S1;-70
41 Sevilla;Ambos sexos;32 años;2013S2;-82
41 Sevilla;Ambos sexos;32 años;2013S1;-3
41 Sevilla;Ambos sexos;32 años;2012S2;-40
41 Sevilla;Ambos sexos;32 años;2012S1;-10
41 Sevilla;Ambos sexos;32 años;2011S2;41
41 Sevilla;Ambos sexos;32 años;2011S1;24
41 Sevilla;Ambos sexos;32 años;2010S2;64
41 Sevilla;Ambos sexos;32 años;2010S1;65
41 Sevilla;Ambos sexos;32 años;2009S2;66
41 Sevilla;Ambos sexos;32 años;2009S1;80
41 Sevilla;Ambos sexos;32 años;2008S2;56
41 Sevilla;Ambos sexos;32 años;2008S1;112
41 Sevilla;Ambos sexos;33 años;2021S1;25
41 Sevilla;Ambos sexos;33 años;2020S2;47
41 Sevilla;Ambos sexos;33 años;2020S1;37
41 Sevilla;Ambos sexos;33 años;2019S2;-6
41 Sevilla;Ambos sexos;33 años;2019S1;25
41 Sevilla;Ambos sexos;33 años;2018S2;-17
41 Sevilla;Ambos sexos;33 años;2018S1;-1
41 Sevilla;Ambos sexos;33 años;2017S2;-9
41 Sevilla;Ambos sexos;33 años;2017S1;6
41 Sevilla;Ambos sexos;33 años;2016S2;-31
41 Sevilla;Ambos sexos;33 años;2016S1;-0
41 Sevilla;Ambos sexos;33 años;2015S2;-9
41 Sevilla;Ambos sexos;33 años;2015S1;14
41 Sevilla;Ambos sexos;33 años;2014S2;-30
41 Sevilla;Ambos sexos;33 años;2014S1;-4
41 Sevilla;Ambos sexos;33 años;2013S2;-31
41 Sevilla;Ambos sexos;33 años;2013S1;6
41 Sevilla;Ambos sexos;33 años;2012S2;-9
41 Sevilla;Ambos sexos;33 años;2012S1;-14
41 Sevilla;Ambos sexos;33 años;2011S2;39
41 Sevilla;Ambos sexos;33 años;2011S1;86
41 Sevilla;Ambos sexos;33 años;2010S2;40
41 Sevilla;Ambos sexos;33 años;2010S1;87
41 Sevilla;Ambos sexos;33 años;2009S2;63
41 Sevilla;Ambos sexos;33 años;2009S1;80
41 Sevilla;Ambos sexos;33 años;2008S2;102
41 Sevilla;Ambos sexos;33 años;2008S1;119
41 Sevilla;Ambos sexos;34 años;2021S1;44
41 Sevilla;Ambos sexos;34 años;2020S2;27
41 Sevilla;Ambos sexos;34 años;2020S1;8
41 Sevilla;Ambos sexos;34 años;2019S2;17
41 Sevilla;Ambos sexos;34 años;2019S1;16
41 Sevilla;Ambos sexos;34 años;2018S2;1
41 Sevilla;Ambos sexos;34 años;2018S1;21
41 Sevilla;Ambos sexos;34 años;2017S2;0
41 Sevilla;Ambos sexos;34 años;2017S1;-8
41 Sevilla;Ambos sexos;34 años;2016S2;-43
41 Sevilla;Ambos sexos;34 años;2016S1;-6
41 Sevilla;Ambos sexos;34 años;2015S2;-24
41 Sevilla;Ambos sexos;34 años;2015S1;-18
41 Sevilla;Ambos sexos;34 años;2014S2;-75
41 Sevilla;Ambos sexos;34 años;2014S1;-6
41 Sevilla;Ambos sexos;34 años;2013S2;-15
41 Sevilla;Ambos sexos;34 años;2013S1;9
41 Sevilla;Ambos sexos;34 años;2012S2;-0
41 Sevilla;Ambos sexos;34 años;2012S1;1
41 Sevilla;Ambos sexos;34 años;2011S2;6
41 Sevilla;Ambos sexos;34 años;2011S1;26
41 Sevilla;Ambos sexos;34 años;2010S2;45
41 Sevilla;Ambos sexos;34 años;2010S1;87
41 Sevilla;Ambos sexos;34 años;2009S2;51
41 Sevilla;Ambos sexos;34 años;2009S1;91
41 Sevilla;Ambos sexos;34 años;2008S2;19
41 Sevilla;Ambos sexos;34 años;2008S1;129
42 Soria;Ambos sexos;16 años;2021S1;-2
42 Soria;Ambos sexos;16 años;2020S2;-1
42 Soria;Ambos sexos;16 años;2020S1;-2
42 Soria;Ambos sexos;16 años;2019S2;-3
42 Soria;Ambos sexos;16 años;2019S1;4
42 Soria;Ambos sexos;16 años;2018S2;-2
42 Soria;Ambos sexos;16 años;2018S1;3
42 Soria;Ambos sexos;16 años;2017S2;-1
42 Soria;Ambos sexos;16 años;2017S1;-2
42 Soria;Ambos sexos;16 años;2016S2;1
42 Soria;Ambos sexos;16 años;2016S1;-2
42 Soria;Ambos sexos;16 años;2015S2;-3
42 Soria;Ambos sexos;16 años;2015S1;-0
42 Soria;Ambos sexos;16 años;2014S2;-1
42 Soria;Ambos sexos;16 años;2014S1;0
42 Soria;Ambos sexos;16 años;2013S2;-3
42 Soria;Ambos sexos;16 años;2013S1;-1
42 Soria;Ambos sexos;16 años;2012S2;1
42 Soria;Ambos sexos;16 años;2012S1;-2
42 Soria;Ambos sexos;16 años;2011S2;1
42 Soria;Ambos sexos;16 años;2011S1;2
42 Soria;Ambos sexos;16 años;2010S2;3
42 Soria;Ambos sexos;16 años;2010S1;1
42 Soria;Ambos sexos;16 años;2009S2;-1
42 Soria;Ambos sexos;16 años;2009S1;-8
42 Soria;Ambos sexos;16 años;2008S2;-3
42 Soria;Ambos sexos;16 años;2008S1;-0
42 Soria;Ambos sexos;17 años;2021S1;5
42 Soria;Ambos sexos;17 años;2020S2;1
42 Soria;Ambos sexos;17 años;2020S1;-3
42 Soria;Ambos sexos;17 años;2019S2;4
42 Soria;Ambos sexos;17 años;2019S1;-3
42 Soria;Ambos sexos;17 años;2018S2;-1
42 Soria;Ambos sexos;17 años;2018S1;-1
42 Soria;Ambos sexos;17 años;2017S2;0
42 Soria;Ambos sexos;17 años;2017S1;-4
42 Soria;Ambos sexos;17 años;2016S2;-2
42 Soria;Ambos sexos;17 años;2016S1;5
42 Soria;Ambos sexos;17 años;2015S2;4
42 Soria;Ambos sexos;17 años;2015S1;0
42 Soria;Ambos sexos;17 años;2014S2;-2
42 Soria;Ambos sexos;17 años;2014S1;-3
42 Soria;Ambos sexos;17 años;2013S2;0
42 Soria;Ambos sexos;17 años;2013S1;-1
42 Soria;Ambos sexos;17 años;2012S2;-2
42 Soria;Ambos sexos;17 años;2012S1;2
42 Soria;Ambos sexos;17 años;2011S2;-3
42 Soria;Ambos sexos;17 años;2011S1;-1
42 Soria;Ambos sexos;17 años;2010S2;-3
42 Soria;Ambos sexos;17 años;2010S1;-1
42 Soria;Ambos sexos;17 años;2009S2;-4
42 Soria;Ambos sexos;17 años;2009S1;1
42 Soria;Ambos sexos;17 años;2008S2;-4
42 Soria;Ambos sexos;17 años;2008S1;2
42 Soria;Ambos sexos;18 años;2021S1;0
42 Soria;Ambos sexos;18 años;2020S2;-4
42 Soria;Ambos sexos;18 años;2020S1;2
42 Soria;Ambos sexos;18 años;2019S2;-8
42 Soria;Ambos sexos;18 años;2019S1;-2
42 Soria;Ambos sexos;18 años;2018S2;-1
42 Soria;Ambos sexos;18 años;2018S1;1
42 Soria;Ambos sexos;18 años;2017S2;-3
42 Soria;Ambos sexos;18 años;2017S1;-4
42 Soria;Ambos sexos;18 años;2016S2;0
42 Soria;Ambos sexos;18 años;2016S1;3
42 Soria;Ambos sexos;18 años;2015S2;-3
42 Soria;Ambos sexos;18 años;2015S1;3
42 Soria;Ambos sexos;18 años;2014S2;2
42 Soria;Ambos sexos;18 años;2014S1;-3
42 Soria;Ambos sexos;18 años;2013S2;-6
42 Soria;Ambos sexos;18 años;2013S1;-3
42 Soria;Ambos sexos;18 años;2012S2;5
42 Soria;Ambos sexos;18 años;2012S1;-1
42 Soria;Ambos sexos;18 años;2011S2;-6
42 Soria;Ambos sexos;18 años;2011S1;-3
42 Soria;Ambos sexos;18 años;2010S2;0
42 Soria;Ambos sexos;18 años;2010S1;2
42 Soria;Ambos sexos;18 años;2009S2;0
42 Soria;Ambos sexos;18 años;2009S1;1
42 Soria;Ambos sexos;18 años;2008S2;2
42 Soria;Ambos sexos;18 años;2008S1;2
42 Soria;Ambos sexos;19 años;2021S1;0
42 Soria;Ambos sexos;19 años;2020S2;10
42 Soria;Ambos sexos;19 años;2020S1;1
42 Soria;Ambos sexos;19 años;2019S2;-13
42 Soria;Ambos sexos;19 años;2019S1;-1
42 Soria;Ambos sexos;19 años;2018S2;-10
42 Soria;Ambos sexos;19 años;2018S1;-3
42 Soria;Ambos sexos;19 años;2017S2;0
42 Soria;Ambos sexos;19 años;2017S1;-5
42 Soria;Ambos sexos;19 años;2016S2;-7
42 Soria;Ambos sexos;19 años;2016S1;2
42 Soria;Ambos sexos;19 años;2015S2;-8
42 Soria;Ambos sexos;19 años;2015S1;2
42 Soria;Ambos sexos;19 años;2014S2;-6
42 Soria;Ambos sexos;19 años;2014S1;-5
42 Soria;Ambos sexos;19 años;2013S2;-3
42 Soria;Ambos sexos;19 años;2013S1;3
42 Soria;Ambos sexos;19 años;2012S2;4
42 Soria;Ambos sexos;19 años;2012S1;-3
42 Soria;Ambos sexos;19 años;2011S2;-2
42 Soria;Ambos sexos;19 años;2011S1;-1
42 Soria;Ambos sexos;19 años;2010S2;-1
42 Soria;Ambos sexos;19 años;2010S1;3
42 Soria;Ambos sexos;19 años;2009S2;-1
42 Soria;Ambos sexos;19 años;2009S1;-2
42 Soria;Ambos sexos;19 años;2008S2;4
42 Soria;Ambos sexos;19 años;2008S1;1
42 Soria;Ambos sexos;20 años;2021S1;5
42 Soria;Ambos sexos;20 años;2020S2;1
42 Soria;Ambos sexos;20 años;2020S1;0
42 Soria;Ambos sexos;20 años;2019S2;-3
42 Soria;Ambos sexos;20 años;2019S1;5
42 Soria;Ambos sexos;20 años;2018S2;3
42 Soria;Ambos sexos;20 años;2018S1;1
42 Soria;Ambos sexos;20 años;2017S2;-1
42 Soria;Ambos sexos;20 años;2017S1;3
42 Soria;Ambos sexos;20 años;2016S2;-8
42 Soria;Ambos sexos;20 años;2016S1;-1
42 Soria;Ambos sexos;20 años;2015S2;-2
42 Soria;Ambos sexos;20 años;2015S1;2
42 Soria;Ambos sexos;20 años;2014S2;-3
42 Soria;Ambos sexos;20 años;2014S1;-8
42 Soria;Ambos sexos;20 años;2013S2;0
42 Soria;Ambos sexos;20 años;2013S1;-4
42 Soria;Ambos sexos;20 años;2012S2;3
42 Soria;Ambos sexos;20 años;2012S1;0
42 Soria;Ambos sexos;20 años;2011S2;-0
42 Soria;Ambos sexos;20 años;2011S1;-4
42 Soria;Ambos sexos;20 años;2010S2;2
42 Soria;Ambos sexos;20 años;2010S1;-1
42 Soria;Ambos sexos;20 años;2009S2;-2
42 Soria;Ambos sexos;20 años;2009S1;2
42 Soria;Ambos sexos;20 años;2008S2;-15
42 Soria;Ambos sexos;20 años;2008S1;2
42 Soria;Ambos sexos;21 años;2021S1;-3
42 Soria;Ambos sexos;21 años;2020S2;2
42 Soria;Ambos sexos;21 años;2020S1;7
42 Soria;Ambos sexos;21 años;2019S2;5
42 Soria;Ambos sexos;21 años;2019S1;2
42 Soria;Ambos sexos;21 años;2018S2;3
42 Soria;Ambos sexos;21 años;2018S1;2
42 Soria;Ambos sexos;21 años;2017S2;3
42 Soria;Ambos sexos;21 años;2017S1;-2
42 Soria;Ambos sexos;21 años;2016S2;0
42 Soria;Ambos sexos;21 años;2016S1;-4
42 Soria;Ambos sexos;21 años;2015S2;-1
42 Soria;Ambos sexos;21 años;2015S1;4
42 Soria;Ambos sexos;21 años;2014S2;-6
42 Soria;Ambos sexos;21 años;2014S1;2
42 Soria;Ambos sexos;21 años;2013S2;-2
42 Soria;Ambos sexos;21 años;2013S1;-8
42 Soria;Ambos sexos;21 años;2012S2;-3
42 Soria;Ambos sexos;21 años;2012S1;1
42 Soria;Ambos sexos;21 años;2011S2;-4
42 Soria;Ambos sexos;21 años;2011S1;-4
42 Soria;Ambos sexos;21 años;2010S2;5
42 Soria;Ambos sexos;21 años;2010S1;6
42 Soria;Ambos sexos;21 años;2009S2;1
42 Soria;Ambos sexos;21 años;2009S1;-3
42 Soria;Ambos sexos;21 años;2008S2;-2
42 Soria;Ambos sexos;21 años;2008S1;-5
42 Soria;Ambos sexos;22 años;2021S1;2
42 Soria;Ambos sexos;22 años;2020S2;-5
42 Soria;Ambos sexos;22 años;2020S1;-4
42 Soria;Ambos sexos;22 años;2019S2;-2
42 Soria;Ambos sexos;22 años;2019S1;0
42 Soria;Ambos sexos;22 años;2018S2;4
42 Soria;Ambos sexos;22 años;2018S1;-2
42 Soria;Ambos sexos;22 años;2017S2;2
42 Soria;Ambos sexos;22 años;2017S1;-1
42 Soria;Ambos sexos;22 años;2016S2;-6
42 Soria;Ambos sexos;22 años;2016S1;-7
42 Soria;Ambos sexos;22 años;2015S2;0
42 Soria;Ambos sexos;22 años;2015S1;-4
42 Soria;Ambos sexos;22 años;2014S2;-3
42 Soria;Ambos sexos;22 años;2014S1;1
42 Soria;Ambos sexos;22 años;2013S2;3
42 Soria;Ambos sexos;22 años;2013S1;-7
42 Soria;Ambos sexos;22 años;2012S2;-10
42 Soria;Ambos sexos;22 años;2012S1;-6
42 Soria;Ambos sexos;22 años;2011S2;-5
42 Soria;Ambos sexos;22 años;2011S1;1
42 Soria;Ambos sexos;22 años;2010S2;4
42 Soria;Ambos sexos;22 años;2010S1;0
42 Soria;Ambos sexos;22 años;2009S2;3
42 Soria;Ambos sexos;22 años;2009S1;3
42 Soria;Ambos sexos;22 años;2008S2;-2
42 Soria;Ambos sexos;22 años;2008S1;-6
42 Soria;Ambos sexos;23 años;2021S1;3
