Provincias;Sexo;Generación;Periodo;Total
08 Barcelona;Ambos sexos;22 años;2012S2;7
08 Barcelona;Ambos sexos;22 años;2012S1;-5
08 Barcelona;Ambos sexos;22 años;2011S2;10
08 Barcelona;Ambos sexos;22 años;2011S1;74
08 Barcelona;Ambos sexos;22 años;2010S2;45
08 Barcelona;Ambos sexos;22 años;2010S1;56
08 Barcelona;Ambos sexos;22 años;2009S2;1
08 Barcelona;Ambos sexos;22 años;2009S1;18
08 Barcelona;Ambos sexos;22 años;2008S2;-5
08 Barcelona;Ambos sexos;22 años;2008S1;-2
08 Barcelona;Ambos sexos;23 años;2021S1;-32
08 Barcelona;Ambos sexos;23 años;2020S2;-28
08 Barcelona;Ambos sexos;23 años;2020S1;31
08 Barcelona;Ambos sexos;23 años;2019S2;97
08 Barcelona;Ambos sexos;23 años;2019S1;56
08 Barcelona;Ambos sexos;23 años;2018S2;139
08 Barcelona;Ambos sexos;23 años;2018S1;70
08 Barcelona;Ambos sexos;23 años;2017S2;138
08 Barcelona;Ambos sexos;23 años;2017S1;35
08 Barcelona;Ambos sexos;23 años;2016S2;167
08 Barcelona;Ambos sexos;23 años;2016S1;96
08 Barcelona;Ambos sexos;23 años;2015S2;204
08 Barcelona;Ambos sexos;23 años;2015S1;113
08 Barcelona;Ambos sexos;23 años;2014S2;179
08 Barcelona;Ambos sexos;23 años;2014S1;102
08 Barcelona;Ambos sexos;23 años;2013S2;104
08 Barcelona;Ambos sexos;23 años;2013S1;17
08 Barcelona;Ambos sexos;23 años;2012S2;67
08 Barcelona;Ambos sexos;23 años;2012S1;34
08 Barcelona;Ambos sexos;23 años;2011S2;87
08 Barcelona;Ambos sexos;23 años;2011S1;86
08 Barcelona;Ambos sexos;23 años;2010S2;113
08 Barcelona;Ambos sexos;23 años;2010S1;121
08 Barcelona;Ambos sexos;23 años;2009S2;109
08 Barcelona;Ambos sexos;23 años;2009S1;95
08 Barcelona;Ambos sexos;23 años;2008S2;25
08 Barcelona;Ambos sexos;23 años;2008S1;73
08 Barcelona;Ambos sexos;24 años;2021S1;3
08 Barcelona;Ambos sexos;24 años;2020S2;-10
08 Barcelona;Ambos sexos;24 años;2020S1;48
08 Barcelona;Ambos sexos;24 años;2019S2;77
08 Barcelona;Ambos sexos;24 años;2019S1;122
08 Barcelona;Ambos sexos;24 años;2018S2;180
08 Barcelona;Ambos sexos;24 años;2018S1;173
08 Barcelona;Ambos sexos;24 años;2017S2;239
08 Barcelona;Ambos sexos;24 años;2017S1;181
08 Barcelona;Ambos sexos;24 años;2016S2;218
08 Barcelona;Ambos sexos;24 años;2016S1;195
08 Barcelona;Ambos sexos;24 años;2015S2;264
08 Barcelona;Ambos sexos;24 años;2015S1;190
08 Barcelona;Ambos sexos;24 años;2014S2;216
08 Barcelona;Ambos sexos;24 años;2014S1;162
08 Barcelona;Ambos sexos;24 años;2013S2;144
08 Barcelona;Ambos sexos;24 años;2013S1;68
08 Barcelona;Ambos sexos;24 años;2012S2;107
08 Barcelona;Ambos sexos;24 años;2012S1;52
08 Barcelona;Ambos sexos;24 años;2011S2;137
08 Barcelona;Ambos sexos;24 años;2011S1;87
08 Barcelona;Ambos sexos;24 años;2010S2;177
08 Barcelona;Ambos sexos;24 años;2010S1;108
08 Barcelona;Ambos sexos;24 años;2009S2;126
08 Barcelona;Ambos sexos;24 años;2009S1;101
08 Barcelona;Ambos sexos;24 años;2008S2;95
08 Barcelona;Ambos sexos;24 años;2008S1;58
08 Barcelona;Ambos sexos;25 años;2021S1;76
08 Barcelona;Ambos sexos;25 años;2020S2;69
08 Barcelona;Ambos sexos;25 años;2020S1;69
08 Barcelona;Ambos sexos;25 años;2019S2;173
08 Barcelona;Ambos sexos;25 años;2019S1;186
08 Barcelona;Ambos sexos;25 años;2018S2;255
08 Barcelona;Ambos sexos;25 años;2018S1;183
08 Barcelona;Ambos sexos;25 años;2017S2;313
08 Barcelona;Ambos sexos;25 años;2017S1;246
08 Barcelona;Ambos sexos;25 años;2016S2;272
08 Barcelona;Ambos sexos;25 años;2016S1;158
08 Barcelona;Ambos sexos;25 años;2015S2;267
08 Barcelona;Ambos sexos;25 años;2015S1;264
08 Barcelona;Ambos sexos;25 años;2014S2;294
08 Barcelona;Ambos sexos;25 años;2014S1;280
08 Barcelona;Ambos sexos;25 años;2013S2;167
08 Barcelona;Ambos sexos;25 años;2013S1;85
08 Barcelona;Ambos sexos;25 años;2012S2;75
08 Barcelona;Ambos sexos;25 años;2012S1;57
08 Barcelona;Ambos sexos;25 años;2011S2;160
08 Barcelona;Ambos sexos;25 años;2011S1;203
08 Barcelona;Ambos sexos;25 años;2010S2;170
08 Barcelona;Ambos sexos;25 años;2010S1;138
08 Barcelona;Ambos sexos;25 años;2009S2;241
08 Barcelona;Ambos sexos;25 años;2009S1;148
08 Barcelona;Ambos sexos;25 años;2008S2;76
08 Barcelona;Ambos sexos;25 años;2008S1;70
08 Barcelona;Ambos sexos;26 años;2021S1;30
08 Barcelona;Ambos sexos;26 años;2020S2;-7
08 Barcelona;Ambos sexos;26 años;2020S1;67
08 Barcelona;Ambos sexos;26 años;2019S2;102
08 Barcelona;Ambos sexos;26 años;2019S1;265
08 Barcelona;Ambos sexos;26 años;2018S2;171
08 Barcelona;Ambos sexos;26 años;2018S1;235
08 Barcelona;Ambos sexos;26 años;2017S2;340
08 Barcelona;Ambos sexos;26 años;2017S1;248
08 Barcelona;Ambos sexos;26 años;2016S2;274
08 Barcelona;Ambos sexos;26 años;2016S1;313
08 Barcelona;Ambos sexos;26 años;2015S2;298
08 Barcelona;Ambos sexos;26 años;2015S1;292
08 Barcelona;Ambos sexos;26 años;2014S2;291
08 Barcelona;Ambos sexos;26 años;2014S1;152
08 Barcelona;Ambos sexos;26 años;2013S2;147
08 Barcelona;Ambos sexos;26 años;2013S1;120
08 Barcelona;Ambos sexos;26 años;2012S2;124
08 Barcelona;Ambos sexos;26 años;2012S1;86
08 Barcelona;Ambos sexos;26 años;2011S2;145
08 Barcelona;Ambos sexos;26 años;2011S1;148
08 Barcelona;Ambos sexos;26 años;2010S2;165
08 Barcelona;Ambos sexos;26 años;2010S1;239
08 Barcelona;Ambos sexos;26 años;2009S2;128
08 Barcelona;Ambos sexos;26 años;2009S1;110
08 Barcelona;Ambos sexos;26 años;2008S2;55
08 Barcelona;Ambos sexos;26 años;2008S1;74
08 Barcelona;Ambos sexos;27 años;2021S1;44
08 Barcelona;Ambos sexos;27 años;2020S2;-106
08 Barcelona;Ambos sexos;27 años;2020S1;63
08 Barcelona;Ambos sexos;27 años;2019S2;123
08 Barcelona;Ambos sexos;27 años;2019S1;250
08 Barcelona;Ambos sexos;27 años;2018S2;165
08 Barcelona;Ambos sexos;27 años;2018S1;209
08 Barcelona;Ambos sexos;27 años;2017S2;244
08 Barcelona;Ambos sexos;27 años;2017S1;239
08 Barcelona;Ambos sexos;27 años;2016S2;220
08 Barcelona;Ambos sexos;27 años;2016S1;219
08 Barcelona;Ambos sexos;27 años;2015S2;269
08 Barcelona;Ambos sexos;27 años;2015S1;252
08 Barcelona;Ambos sexos;27 años;2014S2;253
08 Barcelona;Ambos sexos;27 años;2014S1;233
08 Barcelona;Ambos sexos;27 años;2013S2;151
08 Barcelona;Ambos sexos;27 años;2013S1;136
08 Barcelona;Ambos sexos;27 años;2012S2;161
08 Barcelona;Ambos sexos;27 años;2012S1;96
08 Barcelona;Ambos sexos;27 años;2011S2;130
08 Barcelona;Ambos sexos;27 años;2011S1;162
08 Barcelona;Ambos sexos;27 años;2010S2;181
08 Barcelona;Ambos sexos;27 años;2010S1;199
08 Barcelona;Ambos sexos;27 años;2009S2;308
08 Barcelona;Ambos sexos;27 años;2009S1;190
08 Barcelona;Ambos sexos;27 años;2008S2;93
08 Barcelona;Ambos sexos;27 años;2008S1;217
08 Barcelona;Ambos sexos;28 años;2021S1;-5
08 Barcelona;Ambos sexos;28 años;2020S2;-84
08 Barcelona;Ambos sexos;28 años;2020S1;82
08 Barcelona;Ambos sexos;28 años;2019S2;87
08 Barcelona;Ambos sexos;28 años;2019S1;183
08 Barcelona;Ambos sexos;28 años;2018S2;158
08 Barcelona;Ambos sexos;28 años;2018S1;179
08 Barcelona;Ambos sexos;28 años;2017S2;277
08 Barcelona;Ambos sexos;28 años;2017S1;254
08 Barcelona;Ambos sexos;28 años;2016S2;246
08 Barcelona;Ambos sexos;28 años;2016S1;168
08 Barcelona;Ambos sexos;28 años;2015S2;314
08 Barcelona;Ambos sexos;28 años;2015S1;192
08 Barcelona;Ambos sexos;28 años;2014S2;174
08 Barcelona;Ambos sexos;28 años;2014S1;190
08 Barcelona;Ambos sexos;28 años;2013S2;171
08 Barcelona;Ambos sexos;28 años;2013S1;113
08 Barcelona;Ambos sexos;28 años;2012S2;79
08 Barcelona;Ambos sexos;28 años;2012S1;22
08 Barcelona;Ambos sexos;28 años;2011S2;130
08 Barcelona;Ambos sexos;28 años;2011S1;80
08 Barcelona;Ambos sexos;28 años;2010S2;182
08 Barcelona;Ambos sexos;28 años;2010S1;268
08 Barcelona;Ambos sexos;28 años;2009S2;147
08 Barcelona;Ambos sexos;28 años;2009S1;140
08 Barcelona;Ambos sexos;28 años;2008S2;108
08 Barcelona;Ambos sexos;28 años;2008S1;189
08 Barcelona;Ambos sexos;29 años;2021S1;45
08 Barcelona;Ambos sexos;29 años;2020S2;-100
08 Barcelona;Ambos sexos;29 años;2020S1;87
08 Barcelona;Ambos sexos;29 años;2019S2;140
08 Barcelona;Ambos sexos;29 años;2019S1;183
08 Barcelona;Ambos sexos;29 años;2018S2;148
08 Barcelona;Ambos sexos;29 años;2018S1;165
08 Barcelona;Ambos sexos;29 años;2017S2;203
08 Barcelona;Ambos sexos;29 años;2017S1;275
08 Barcelona;Ambos sexos;29 años;2016S2;226
08 Barcelona;Ambos sexos;29 años;2016S1;230
08 Barcelona;Ambos sexos;29 años;2015S2;233
08 Barcelona;Ambos sexos;29 años;2015S1;251
08 Barcelona;Ambos sexos;29 años;2014S2;197
08 Barcelona;Ambos sexos;29 años;2014S1;188
08 Barcelona;Ambos sexos;29 años;2013S2;108
08 Barcelona;Ambos sexos;29 años;2013S1;126
08 Barcelona;Ambos sexos;29 años;2012S2;95
08 Barcelona;Ambos sexos;29 años;2012S1;68
08 Barcelona;Ambos sexos;29 años;2011S2;108
08 Barcelona;Ambos sexos;29 años;2011S1;106
08 Barcelona;Ambos sexos;29 años;2010S2;159
08 Barcelona;Ambos sexos;29 años;2010S1;178
08 Barcelona;Ambos sexos;29 años;2009S2;78
08 Barcelona;Ambos sexos;29 años;2009S1;204
08 Barcelona;Ambos sexos;29 años;2008S2;31
08 Barcelona;Ambos sexos;29 años;2008S1;118
08 Barcelona;Ambos sexos;30 años;2021S1;-71
08 Barcelona;Ambos sexos;30 años;2020S2;-56
08 Barcelona;Ambos sexos;30 años;2020S1;-18
08 Barcelona;Ambos sexos;30 años;2019S2;-31
08 Barcelona;Ambos sexos;30 años;2019S1;130
08 Barcelona;Ambos sexos;30 años;2018S2;61
08 Barcelona;Ambos sexos;30 años;2018S1;102
08 Barcelona;Ambos sexos;30 años;2017S2;209
08 Barcelona;Ambos sexos;30 años;2017S1;194
08 Barcelona;Ambos sexos;30 años;2016S2;183
08 Barcelona;Ambos sexos;30 años;2016S1;193
08 Barcelona;Ambos sexos;30 años;2015S2;180
08 Barcelona;Ambos sexos;30 años;2015S1;160
08 Barcelona;Ambos sexos;30 años;2014S2;174
08 Barcelona;Ambos sexos;30 años;2014S1;187
08 Barcelona;Ambos sexos;30 años;2013S2;146
08 Barcelona;Ambos sexos;30 años;2013S1;105
08 Barcelona;Ambos sexos;30 años;2012S2;76
08 Barcelona;Ambos sexos;30 años;2012S1;12
08 Barcelona;Ambos sexos;30 años;2011S2;56
08 Barcelona;Ambos sexos;30 años;2011S1;97
08 Barcelona;Ambos sexos;30 años;2010S2;94
08 Barcelona;Ambos sexos;30 años;2010S1;60
08 Barcelona;Ambos sexos;30 años;2009S2;84
08 Barcelona;Ambos sexos;30 años;2009S1;158
08 Barcelona;Ambos sexos;30 años;2008S2;-13
08 Barcelona;Ambos sexos;30 años;2008S1;50
08 Barcelona;Ambos sexos;31 años;2021S1;-103
08 Barcelona;Ambos sexos;31 años;2020S2;-146
08 Barcelona;Ambos sexos;31 años;2020S1;13
08 Barcelona;Ambos sexos;31 años;2019S2;61
08 Barcelona;Ambos sexos;31 años;2019S1;83
08 Barcelona;Ambos sexos;31 años;2018S2;4
08 Barcelona;Ambos sexos;31 años;2018S1;102
08 Barcelona;Ambos sexos;31 años;2017S2;139
08 Barcelona;Ambos sexos;31 años;2017S1;195
08 Barcelona;Ambos sexos;31 años;2016S2;130
08 Barcelona;Ambos sexos;31 años;2016S1;178
08 Barcelona;Ambos sexos;31 años;2015S2;170
08 Barcelona;Ambos sexos;31 años;2015S1;220
08 Barcelona;Ambos sexos;31 años;2014S2;210
08 Barcelona;Ambos sexos;31 años;2014S1;169
08 Barcelona;Ambos sexos;31 años;2013S2;119
08 Barcelona;Ambos sexos;31 años;2013S1;60
08 Barcelona;Ambos sexos;31 años;2012S2;85
08 Barcelona;Ambos sexos;31 años;2012S1;36
08 Barcelona;Ambos sexos;31 años;2011S2;132
08 Barcelona;Ambos sexos;31 años;2011S1;53
08 Barcelona;Ambos sexos;31 años;2010S2;64
08 Barcelona;Ambos sexos;31 años;2010S1;128
08 Barcelona;Ambos sexos;31 años;2009S2;39
08 Barcelona;Ambos sexos;31 años;2009S1;154
08 Barcelona;Ambos sexos;31 años;2008S2;-57
08 Barcelona;Ambos sexos;31 años;2008S1;-11
08 Barcelona;Ambos sexos;32 años;2021S1;-126
08 Barcelona;Ambos sexos;32 años;2020S2;-81
08 Barcelona;Ambos sexos;32 años;2020S1;-41
08 Barcelona;Ambos sexos;32 años;2019S2;-10
08 Barcelona;Ambos sexos;32 años;2019S1;97
08 Barcelona;Ambos sexos;32 años;2018S2;70
08 Barcelona;Ambos sexos;32 años;2018S1;85
08 Barcelona;Ambos sexos;32 años;2017S2;139
08 Barcelona;Ambos sexos;32 años;2017S1;137
08 Barcelona;Ambos sexos;32 años;2016S2;164
08 Barcelona;Ambos sexos;32 años;2016S1;197
08 Barcelona;Ambos sexos;32 años;2015S2;159
08 Barcelona;Ambos sexos;32 años;2015S1;216
08 Barcelona;Ambos sexos;32 años;2014S2;97
08 Barcelona;Ambos sexos;32 años;2014S1;209
08 Barcelona;Ambos sexos;32 años;2013S2;51
08 Barcelona;Ambos sexos;32 años;2013S1;42
08 Barcelona;Ambos sexos;32 años;2012S2;16
08 Barcelona;Ambos sexos;32 años;2012S1;-5
08 Barcelona;Ambos sexos;32 años;2011S2;87
08 Barcelona;Ambos sexos;32 años;2011S1;80
08 Barcelona;Ambos sexos;32 años;2010S2;81
08 Barcelona;Ambos sexos;32 años;2010S1;116
08 Barcelona;Ambos sexos;32 años;2009S2;68
08 Barcelona;Ambos sexos;32 años;2009S1;49
08 Barcelona;Ambos sexos;32 años;2008S2;-96
08 Barcelona;Ambos sexos;32 años;2008S1;-33
08 Barcelona;Ambos sexos;33 años;2021S1;-101
08 Barcelona;Ambos sexos;33 años;2020S2;-201
08 Barcelona;Ambos sexos;33 años;2020S1;-21
08 Barcelona;Ambos sexos;33 años;2019S2;-56
08 Barcelona;Ambos sexos;33 años;2019S1;86
08 Barcelona;Ambos sexos;33 años;2018S2;20
08 Barcelona;Ambos sexos;33 años;2018S1;43
08 Barcelona;Ambos sexos;33 años;2017S2;126
08 Barcelona;Ambos sexos;33 años;2017S1;129
08 Barcelona;Ambos sexos;33 años;2016S2;94
08 Barcelona;Ambos sexos;33 años;2016S1;80
08 Barcelona;Ambos sexos;33 años;2015S2;144
08 Barcelona;Ambos sexos;33 años;2015S1;45
08 Barcelona;Ambos sexos;33 años;2014S2;98
08 Barcelona;Ambos sexos;33 años;2014S1;99
08 Barcelona;Ambos sexos;33 años;2013S2;74
08 Barcelona;Ambos sexos;33 años;2013S1;25
08 Barcelona;Ambos sexos;33 años;2012S2;26
08 Barcelona;Ambos sexos;33 años;2012S1;-22
08 Barcelona;Ambos sexos;33 años;2011S2;-20
08 Barcelona;Ambos sexos;33 años;2011S1;69
08 Barcelona;Ambos sexos;33 años;2010S2;21
08 Barcelona;Ambos sexos;33 años;2010S1;48
08 Barcelona;Ambos sexos;33 años;2009S2;5
08 Barcelona;Ambos sexos;33 años;2009S1;65
08 Barcelona;Ambos sexos;33 años;2008S2;-30
08 Barcelona;Ambos sexos;33 años;2008S1;-31
08 Barcelona;Ambos sexos;34 años;2021S1;-149
08 Barcelona;Ambos sexos;34 años;2020S2;-190
08 Barcelona;Ambos sexos;34 años;2020S1;-80
08 Barcelona;Ambos sexos;34 años;2019S2;-61
08 Barcelona;Ambos sexos;34 años;2019S1;-61
08 Barcelona;Ambos sexos;34 años;2018S2;-83
08 Barcelona;Ambos sexos;34 años;2018S1;42
08 Barcelona;Ambos sexos;34 años;2017S2;90
08 Barcelona;Ambos sexos;34 años;2017S1;136
08 Barcelona;Ambos sexos;34 años;2016S2;113
08 Barcelona;Ambos sexos;34 años;2016S1;103
08 Barcelona;Ambos sexos;34 años;2015S2;108
08 Barcelona;Ambos sexos;34 años;2015S1;130
08 Barcelona;Ambos sexos;34 años;2014S2;167
08 Barcelona;Ambos sexos;34 años;2014S1;111
08 Barcelona;Ambos sexos;34 años;2013S2;83
08 Barcelona;Ambos sexos;34 años;2013S1;-77
08 Barcelona;Ambos sexos;34 años;2012S2;-13
08 Barcelona;Ambos sexos;34 años;2012S1;-36
08 Barcelona;Ambos sexos;34 años;2011S2;23
08 Barcelona;Ambos sexos;34 años;2011S1;31
08 Barcelona;Ambos sexos;34 años;2010S2;2
08 Barcelona;Ambos sexos;34 años;2010S1;105
08 Barcelona;Ambos sexos;34 años;2009S2;-28
08 Barcelona;Ambos sexos;34 años;2009S1;-7
08 Barcelona;Ambos sexos;34 años;2008S2;-19
08 Barcelona;Ambos sexos;34 años;2008S1;42
48 Bizkaia;Ambos sexos;16 años;2021S1;1
48 Bizkaia;Ambos sexos;16 años;2020S2;-5
48 Bizkaia;Ambos sexos;16 años;2020S1;-3
48 Bizkaia;Ambos sexos;16 años;2019S2;6
48 Bizkaia;Ambos sexos;16 años;2019S1;3
48 Bizkaia;Ambos sexos;16 años;2018S2;-1
48 Bizkaia;Ambos sexos;16 años;2018S1;6
48 Bizkaia;Ambos sexos;16 años;2017S2;5
48 Bizkaia;Ambos sexos;16 años;2017S1;-1
48 Bizkaia;Ambos sexos;16 años;2016S2;12
48 Bizkaia;Ambos sexos;16 años;2016S1;-2
48 Bizkaia;Ambos sexos;16 años;2015S2;8
48 Bizkaia;Ambos sexos;16 años;2015S1;3
48 Bizkaia;Ambos sexos;16 años;2014S2;2
48 Bizkaia;Ambos sexos;16 años;2014S1;-0
48 Bizkaia;Ambos sexos;16 años;2013S2;5
48 Bizkaia;Ambos sexos;16 años;2013S1;5
48 Bizkaia;Ambos sexos;16 años;2012S2;10
48 Bizkaia;Ambos sexos;16 años;2012S1;16
48 Bizkaia;Ambos sexos;16 años;2011S2;-2
48 Bizkaia;Ambos sexos;16 años;2011S1;-2
48 Bizkaia;Ambos sexos;16 años;2010S2;-17
48 Bizkaia;Ambos sexos;16 años;2010S1;9
48 Bizkaia;Ambos sexos;16 años;2009S2;5
48 Bizkaia;Ambos sexos;16 años;2009S1;8
48 Bizkaia;Ambos sexos;16 años;2008S2;11
48 Bizkaia;Ambos sexos;16 años;2008S1;-7
48 Bizkaia;Ambos sexos;17 años;2021S1;2
48 Bizkaia;Ambos sexos;17 años;2020S2;12
48 Bizkaia;Ambos sexos;17 años;2020S1;1
48 Bizkaia;Ambos sexos;17 años;2019S2;10
48 Bizkaia;Ambos sexos;17 años;2019S1;-1
48 Bizkaia;Ambos sexos;17 años;2018S2;1
48 Bizkaia;Ambos sexos;17 años;2018S1;1
48 Bizkaia;Ambos sexos;17 años;2017S2;-1
48 Bizkaia;Ambos sexos;17 años;2017S1;-5
48 Bizkaia;Ambos sexos;17 años;2016S2;20
48 Bizkaia;Ambos sexos;17 años;2016S1;10
48 Bizkaia;Ambos sexos;17 años;2015S2;7
48 Bizkaia;Ambos sexos;17 años;2015S1;7
48 Bizkaia;Ambos sexos;17 años;2014S2;-0
48 Bizkaia;Ambos sexos;17 años;2014S1;13
48 Bizkaia;Ambos sexos;17 años;2013S2;1
48 Bizkaia;Ambos sexos;17 años;2013S1;5
48 Bizkaia;Ambos sexos;17 años;2012S2;11
48 Bizkaia;Ambos sexos;17 años;2012S1;5
48 Bizkaia;Ambos sexos;17 años;2011S2;-1
48 Bizkaia;Ambos sexos;17 años;2011S1;4
48 Bizkaia;Ambos sexos;17 años;2010S2;8
48 Bizkaia;Ambos sexos;17 años;2010S1;0
48 Bizkaia;Ambos sexos;17 años;2009S2;-5
48 Bizkaia;Ambos sexos;17 años;2009S1;-3
48 Bizkaia;Ambos sexos;17 años;2008S2;1
48 Bizkaia;Ambos sexos;17 años;2008S1;-2
48 Bizkaia;Ambos sexos;18 años;2021S1;-3
48 Bizkaia;Ambos sexos;18 años;2020S2;12
48 Bizkaia;Ambos sexos;18 años;2020S1;7
48 Bizkaia;Ambos sexos;18 años;2019S2;55
48 Bizkaia;Ambos sexos;18 años;2019S1;0
48 Bizkaia;Ambos sexos;18 años;2018S2;14
48 Bizkaia;Ambos sexos;18 años;2018S1;-2
48 Bizkaia;Ambos sexos;18 años;2017S2;30
48 Bizkaia;Ambos sexos;18 años;2017S1;5
48 Bizkaia;Ambos sexos;18 años;2016S2;24
48 Bizkaia;Ambos sexos;18 años;2016S1;-2
48 Bizkaia;Ambos sexos;18 años;2015S2;17
48 Bizkaia;Ambos sexos;18 años;2015S1;-3
48 Bizkaia;Ambos sexos;18 años;2014S2;29
48 Bizkaia;Ambos sexos;18 años;2014S1;-1
48 Bizkaia;Ambos sexos;18 años;2013S2;18
48 Bizkaia;Ambos sexos;18 años;2013S1;2
48 Bizkaia;Ambos sexos;18 años;2012S2;6
48 Bizkaia;Ambos sexos;18 años;2012S1;3
48 Bizkaia;Ambos sexos;18 años;2011S2;13
48 Bizkaia;Ambos sexos;18 años;2011S1;-6
48 Bizkaia;Ambos sexos;18 años;2010S2;4
48 Bizkaia;Ambos sexos;18 años;2010S1;7
48 Bizkaia;Ambos sexos;18 años;2009S2;3
48 Bizkaia;Ambos sexos;18 años;2009S1;16
48 Bizkaia;Ambos sexos;18 años;2008S2;-4
48 Bizkaia;Ambos sexos;18 años;2008S1;-10
48 Bizkaia;Ambos sexos;19 años;2021S1;8
48 Bizkaia;Ambos sexos;19 años;2020S2;-3
48 Bizkaia;Ambos sexos;19 años;2020S1;8
48 Bizkaia;Ambos sexos;19 años;2019S2;14
48 Bizkaia;Ambos sexos;19 años;2019S1;4
48 Bizkaia;Ambos sexos;19 años;2018S2;30
48 Bizkaia;Ambos sexos;19 años;2018S1;6
48 Bizkaia;Ambos sexos;19 años;2017S2;11
48 Bizkaia;Ambos sexos;19 años;2017S1;6
48 Bizkaia;Ambos sexos;19 años;2016S2;16
48 Bizkaia;Ambos sexos;19 años;2016S1;13
48 Bizkaia;Ambos sexos;19 años;2015S2;6
48 Bizkaia;Ambos sexos;19 años;2015S1;8
48 Bizkaia;Ambos sexos;19 años;2014S2;16
48 Bizkaia;Ambos sexos;19 años;2014S1;2
48 Bizkaia;Ambos sexos;19 años;2013S2;-2
48 Bizkaia;Ambos sexos;19 años;2013S1;16
48 Bizkaia;Ambos sexos;19 años;2012S2;11
48 Bizkaia;Ambos sexos;19 años;2012S1;-5
48 Bizkaia;Ambos sexos;19 años;2011S2;22
48 Bizkaia;Ambos sexos;19 años;2011S1;16
48 Bizkaia;Ambos sexos;19 años;2010S2;-15
48 Bizkaia;Ambos sexos;19 años;2010S1;-9
48 Bizkaia;Ambos sexos;19 años;2009S2;12
48 Bizkaia;Ambos sexos;19 años;2009S1;-3
48 Bizkaia;Ambos sexos;19 años;2008S2;13
48 Bizkaia;Ambos sexos;19 años;2008S1;-13
48 Bizkaia;Ambos sexos;20 años;2021S1;0
48 Bizkaia;Ambos sexos;20 años;2020S2;3
48 Bizkaia;Ambos sexos;20 años;2020S1;8
48 Bizkaia;Ambos sexos;20 años;2019S2;22
48 Bizkaia;Ambos sexos;20 años;2019S1;2
48 Bizkaia;Ambos sexos;20 años;2018S2;-20
48 Bizkaia;Ambos sexos;20 años;2018S1;9
48 Bizkaia;Ambos sexos;20 años;2017S2;4
48 Bizkaia;Ambos sexos;20 años;2017S1;-7
48 Bizkaia;Ambos sexos;20 años;2016S2;-4
48 Bizkaia;Ambos sexos;20 años;2016S1;8
48 Bizkaia;Ambos sexos;20 años;2015S2;7
48 Bizkaia;Ambos sexos;20 años;2015S1;-3
48 Bizkaia;Ambos sexos;20 años;2014S2;1
48 Bizkaia;Ambos sexos;20 años;2014S1;7
48 Bizkaia;Ambos sexos;20 años;2013S2;5
48 Bizkaia;Ambos sexos;20 años;2013S1;-2
48 Bizkaia;Ambos sexos;20 años;2012S2;-4
48 Bizkaia;Ambos sexos;20 años;2012S1;5
48 Bizkaia;Ambos sexos;20 años;2011S2;11
48 Bizkaia;Ambos sexos;20 años;2011S1;2
48 Bizkaia;Ambos sexos;20 años;2010S2;1
48 Bizkaia;Ambos sexos;20 años;2010S1;9
48 Bizkaia;Ambos sexos;20 años;2009S2;11
48 Bizkaia;Ambos sexos;20 años;2009S1;15
48 Bizkaia;Ambos sexos;20 años;2008S2;7
48 Bizkaia;Ambos sexos;20 años;2008S1;-11
48 Bizkaia;Ambos sexos;21 años;2021S1;-4
48 Bizkaia;Ambos sexos;21 años;2020S2;-9
48 Bizkaia;Ambos sexos;21 años;2020S1;6
48 Bizkaia;Ambos sexos;21 años;2019S2;7
48 Bizkaia;Ambos sexos;21 años;2019S1;21
48 Bizkaia;Ambos sexos;21 años;2018S2;20
48 Bizkaia;Ambos sexos;21 años;2018S1;16
48 Bizkaia;Ambos sexos;21 años;2017S2;22
48 Bizkaia;Ambos sexos;21 años;2017S1;0
48 Bizkaia;Ambos sexos;21 años;2016S2;19
48 Bizkaia;Ambos sexos;21 años;2016S1;0
48 Bizkaia;Ambos sexos;21 años;2015S2;11
48 Bizkaia;Ambos sexos;21 años;2015S1;-3
48 Bizkaia;Ambos sexos;21 años;2014S2;20
48 Bizkaia;Ambos sexos;21 años;2014S1;6
48 Bizkaia;Ambos sexos;21 años;2013S2;-3
48 Bizkaia;Ambos sexos;21 años;2013S1;-24
48 Bizkaia;Ambos sexos;21 años;2012S2;17
48 Bizkaia;Ambos sexos;21 años;2012S1;7
48 Bizkaia;Ambos sexos;21 años;2011S2;15
48 Bizkaia;Ambos sexos;21 años;2011S1;1
48 Bizkaia;Ambos sexos;21 años;2010S2;4
48 Bizkaia;Ambos sexos;21 años;2010S1;24
48 Bizkaia;Ambos sexos;21 años;2009S2;14
48 Bizkaia;Ambos sexos;21 años;2009S1;21
48 Bizkaia;Ambos sexos;21 años;2008S2;20
48 Bizkaia;Ambos sexos;21 años;2008S1;20
48 Bizkaia;Ambos sexos;22 años;2021S1;-23
48 Bizkaia;Ambos sexos;22 años;2020S2;0
48 Bizkaia;Ambos sexos;22 años;2020S1;-15
48 Bizkaia;Ambos sexos;22 años;2019S2;24
48 Bizkaia;Ambos sexos;22 años;2019S1;7
48 Bizkaia;Ambos sexos;22 años;2018S2;20
48 Bizkaia;Ambos sexos;22 años;2018S1;11
48 Bizkaia;Ambos sexos;22 años;2017S2;-11
48 Bizkaia;Ambos sexos;22 años;2017S1;11
48 Bizkaia;Ambos sexos;22 años;2016S2;34
48 Bizkaia;Ambos sexos;22 años;2016S1;11
